9.650060e-11
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.600000e+03,0.000000e+00,7.050815e-01,2.826199e-01,2.325076e-03,4.531886e-03,5.441691e-03
7.200000e+03,0.000000e+00,6.228149e-01,3.098702e-01,5.562872e-03,1.184324e-02,4.990885e-02
1.080000e+04,0.000000e+00,5.657284e-01,2.980004e-01,6.253006e-03,1.357090e-02,1.164473e-01
1.440000e+04,0.000000e+00,5.180493e-01,2.773347e-01,6.091507e-03,1.335056e-02,1.851739e-01
1.800000e+04,0.000000e+00,4.755090e-01,2.557644e-01,5.726712e-03,1.265329e-02,2.503466e-01
2.160000e+04,0.000000e+00,4.367633e-01,2.352636e-01,5.333346e-03,1.187814e-02,3.107615e-01
2.520000e+04,0.000000e+00,4.012583e-01,2.162488e-01,4.955776e-03,1.112728e-02,3.664098e-01
2.880000e+04,0.000000e+00,3.686652e-01,1.987323e-01,4.603887e-03,1.042425e-02,4.175744e-01
3.240000e+04,0.000000e+00,3.387299e-01,1.826275e-01,4.278579e-03,9.772054e-03,4.645920e-01
3.600000e+04,0.000000e+00,3.112314e-01,1.678289e-01,3.978511e-03,9.168495e-03,5.077927e-01
3.960000e+04,0.000000e+00,2.859702e-01,1.542327e-01,3.701875e-03,8.610243e-03,5.474850e-01
4.320000e+04,0.000000e+00,2.627639e-01,1.417418e-01,3.446855e-03,8.093884e-03,5.839536e-01
4.680000e+04,0.000000e+00,2.414452e-01,1.302663e-01,3.211743e-03,7.616184e-03,6.174605e-01
5.040000e+04,0.000000e+00,2.218605e-01,1.197237e-01,2.994955e-03,7.174137e-03,6.482467e-01
5.400000e+04,0.000000e+00,2.038686e-01,1.100382e-01,2.795032e-03,6.764972e-03,6.765332e-01
5.760000e+04,0.000000e+00,1.873400e-01,1.011399e-01,2.610633e-03,6.386134e-03,7.025234e-01
6.120000e+04,0.000000e+00,1.721554e-01,9.296484e-02,2.440523e-03,6.035268e-03,7.264039e-01
6.480000e+04,0.000000e+00,1.582057e-01,8.545418e-02,2.283566e-03,5.710206e-03,7.483463e-01
6.840000e+04,0.000000e+00,1.453902e-01,7.855388e-02,2.138717e-03,5.408951e-03,7.685082e-01
7.200000e+04,0.000000e+00,1.336168e-01,7.221428e-02,2.005015e-03,5.129664e-03,7.870343e-01
7.560000e+04,0.000000e+00,1.228005e-01,6.638976e-02,1.881576e-03,4.870649e-03,8.040575e-01
7.920000e+04,0.000000e+00,1.128636e-01,6.103844e-02,1.767588e-03,4.630344e-03,8.197000e-01
8.280000e+04,0.000000e+00,1.037345e-01,5.612182e-02,1.662302e-03,4.407312e-03,8.340741e-01
8.640000e+04,0.000000e+00,9.534739e-02,5.160455e-02,1.565030e-03,4.200227e-03,8.472828e-01
